iter	Logloss
0	0.5745290458
1	0.4749978516
2	0.4088844448
3	0.3526977121
4	0.3088142648
5	0.2530413644
6	0.2218286482
7	0.2000313511
8	0.1841090158
9	0.168172876
10	0.1577698172
11	0.1432840018
12	0.130330106
13	0.1217827114
14	0.1154291591
15	0.1087383894
16	0.1037332223
17	0.1003326172
18	0.09745817174
19	0.09502023228
20	0.09391123744
21	0.09229947684
22	0.09026528495
23	0.08929486258
24	0.08829348842
25	0.08719108887
26	0.08649022042
27	0.08602280971
28	0.08563341239
29	0.08517719727
30	0.08466941092
31	0.08439579729
32	0.08404558977
33	0.08381092529
34	0.08361314697
35	0.08324027448
36	0.08300271519
37	0.08280189558
38	0.082615271
39	0.08245945173
40	0.08229987444
41	0.08186221401
42	0.08170861642
43	0.08150871756
44	0.0813910784
45	0.08120522635
46	0.08108817313
47	0.08099892404
48	0.08091128104
49	0.08083852539
50	0.08075041678
51	0.08064154053
52	0.0805712228
53	0.08049571708
54	0.08039188058
55	0.08031012835
56	0.08023620257
57	0.08015071498
58	0.08008515451
59	0.08000221645
60	0.0798547869
61	0.07980355748
62	0.07973949323
63	0.07967810407
64	0.07961527274
65	0.07954848633
66	0.07922240165
67	0.07914599784
68	0.07909785505
69	0.07903706229
70	0.07898210275
71	0.07890418876
72	0.07885697021
73	0.07880333078
74	0.07874314488
75	0.07846985561
76	0.07842409145
77	0.07835560826
78	0.07830796596
79	0.07822554932
80	0.07818046003
81	0.07812243129
82	0.07807997872
83	0.07800769043
84	0.07798263811
85	0.07790283203
86	0.07783495047
87	0.07779579381
88	0.07773612758
89	0.07769052909
90	0.07764603271
91	0.07758508301
92	0.07743342111
93	0.07738651995
94	0.07734667097
95	0.0773135655
96	0.07726811349
97	0.07723436454
98	0.0771789481
99	0.07713002581
100	0.077090979
101	0.07704125977
102	0.07699533168
103	0.07695752999
104	0.0769284668
105	0.0768888637
106	0.07685677839
107	0.07681725551
108	0.0767648856
109	0.07671615862
110	0.07667079729
111	0.07664861189
112	0.07660190255
113	0.07657277832
114	0.07649745047
115	0.0764631958
116	0.07641752232
117	0.07638279157
118	0.07635463867
119	0.07631508789
120	0.07627829241
121	0.07625004883
122	0.07620600586
123	0.07607983398
124	0.07604320766
125	0.07601969692
126	0.07598060303
127	0.07592576381
128	0.07589515555
129	0.07587156982
130	0.07582220982
131	0.07576459263
132	0.07573948451
133	0.07569090576
134	0.07559546073
135	0.07554821777
136	0.07549439523
137	0.07547131871
138	0.07542871268
139	0.07541938128
140	0.07539826137
141	0.07537362235
142	0.07534932513
143	0.07530809501
144	0.0752759382
145	0.07522611084
146	0.07518874686
147	0.07513926304
148	0.0751068028
149	0.07508829694
150	0.07506022077
151	0.07502176514
152	0.07498747384
153	0.07496402414
154	0.07491534947
155	0.07488804234
156	0.07485350342
157	0.07484010882
158	0.07480774275
159	0.07477211565
160	0.07472983224
161	0.07467832729
162	0.0746560233
163	0.07457595564
164	0.07454244385
165	0.07448963797
166	0.07445619594
167	0.0744285226
168	0.07440750384
169	0.07438963274
170	0.07434285366
171	0.07429966692
172	0.07426574184
173	0.0742375436
174	0.07420307617
175	0.07416592494
176	0.0741247297
177	0.07410884487
178	0.07407899519
179	0.0740424578
180	0.073990128
181	0.07395826242
182	0.07394076625
183	0.07391197161
184	0.0738924142
185	0.07386329869
186	0.07384104701
187	0.07379339425
188	0.07376591971
189	0.07374105573
190	0.07368092215
191	0.07365390799
192	0.07361640625
193	0.07356994803
194	0.07354409005
195	0.07351367536
196	0.07348486503
197	0.07345772356
198	0.07342745361
199	0.07338769531
200	0.07334629778
201	0.07332828369
202	0.0733056379
203	0.07327111468
204	0.0732363351
205	0.07320996268
206	0.07320061907
207	0.07318418492
208	0.07317148961
209	0.07313965716
210	0.07311167515
211	0.07308683733
212	0.07305544782
213	0.07301800711
214	0.07298927874
215	0.07295168283
216	0.07292177211
217	0.07289098598
218	0.0728590053
219	0.07283101981
220	0.07279926235
221	0.07275808977
222	0.07273863002
223	0.07271755371
224	0.07271331787
225	0.07268285784
226	0.07265081961
227	0.07261293073
228	0.07258607701
229	0.07257549003
230	0.07255483398
231	0.0725317034
232	0.07249959194
233	0.07247508719
234	0.07245148228
235	0.07242433733
236	0.0723972011
237	0.07236982596
238	0.07234772252
239	0.07232233189
240	0.07230396729
241	0.07227867257
242	0.0722280814
243	0.0722090053
244	0.07217493025
245	0.07213031355
246	0.07208773193
247	0.07208469587
248	0.07206444441
249	0.0720447998
250	0.07200562919
251	0.07197591204
252	0.07197286726
253	0.07193593576
254	0.0719073591
255	0.0718703125
256	0.07185263846
257	0.07183705183
258	0.07180913435
259	0.071806107
260	0.07177039969
261	0.07172253941
262	0.07168256662
263	0.07166064628
264	0.07160848563
265	0.07158750698
266	0.07154922049
267	0.07153329904
268	0.07153075997
269	0.07148519461
270	0.07148277937
271	0.07146884591
272	0.07143012521
273	0.07138838239
274	0.07134959542
275	0.07132725133
276	0.07128759591
277	0.07128503941
278	0.07126527797
279	0.07124548863
280	0.07120804095
281	0.07117595389
282	0.07114722726
283	0.07111557792
284	0.07108922991
285	0.07105659005
286	0.07102279402
287	0.07099011579
288	0.07098532017
289	0.070952485
290	0.07091392648
291	0.07087760882
292	0.07087548828
293	0.07085428292
294	0.07082813895
295	0.07079681048
296	0.07075385917
297	0.07072586496
298	0.07072136928
299	0.07069854213
300	0.07065497349
301	0.07064339076
302	0.07062084787
303	0.07056669399
304	0.07053670654
305	0.07050400216
306	0.07049993025
307	0.07047522496
308	0.07043159005
309	0.07041170654
310	0.07037898124
311	0.07034750279
312	0.07034554443
313	0.07029698835
314	0.07027674909
315	0.07025697893
316	0.07024333496
317	0.07022398333
318	0.07019955357
319	0.07017176862
320	0.07012964565
321	0.07012778669
322	0.07010964704
323	0.07007969273
324	0.07003970773
325	0.07000637556
326	0.06995710275
327	0.06993182373
328	0.06989696045
329	0.06987995954
330	0.06987833426
331	0.06984789865
332	0.06981895578
333	0.06977911726
334	0.06977745361
335	0.06974000593
336	0.0697009504
337	0.0696751709
338	0.06964559326
339	0.06962524763
340	0.06959029541
341	0.06955969761
342	0.06952481341
343	0.06950877686
344	0.06947155936
345	0.06943772845
346	0.06940859724
347	0.06939033378
348	0.06936695033
349	0.06934315186
350	0.06930852923
351	0.06928272182
352	0.06927650321
353	0.06924034075
354	0.06921943185
355	0.06919729876
356	0.0691707258
357	0.06914560024
358	0.06914407785
359	0.06911812395
360	0.06910503627
361	0.06908337751
362	0.06906387242
363	0.06904224505
364	0.06900738351
365	0.06896559884
366	0.06895083357
367	0.06891458043
368	0.06889813058
369	0.06886884068
370	0.06885313721
371	0.06881783622
372	0.06879049595
373	0.06873956124
374	0.06873819406
375	0.06871978934
376	0.06869527239
377	0.06866504081
378	0.06863387277
379	0.06860665632
380	0.0685865897
381	0.06857004046
382	0.06854066162
383	0.06850926339
384	0.06849398368
385	0.06846800014
386	0.06844413539
387	0.06842246443
388	0.06839209682
389	0.06835856236
390	0.06834323905
391	0.06832866385
392	0.06831484549
393	0.06828286133
394	0.0682689209
395	0.06824978376
396	0.06823605085
397	0.06821738107
398	0.06819546247
399	0.06816925746
400	0.06815734863
401	0.06813631592
402	0.06808998849
403	0.06805732247
404	0.06802087054
405	0.06797782157
406	0.06795769392
407	0.06793206613
408	0.06789986747
409	0.06783690186
410	0.06781642892
411	0.06780304478
412	0.0677832101
413	0.06775896694
414	0.06773668736
415	0.06768873814
416	0.0676638916
417	0.06764959194
418	0.06762822091
419	0.06760006627
420	0.06757171805
421	0.06755983015
422	0.06755308838
423	0.06753530448
424	0.06751443917
425	0.06749152483
426	0.06746313477
427	0.06743933803
428	0.06742012416
429	0.06740229143
430	0.06737759487
431	0.06735874198
432	0.06735797991
433	0.06733144706
434	0.06731201695
435	0.06729148472
436	0.0672754412
437	0.06726122349
438	0.0672311942
439	0.06720427246
440	0.06719074358
441	0.06717185756
442	0.06715688477
443	0.06713801967
444	0.06711708461
445	0.06710580008
446	0.06708947056
447	0.06704131557
448	0.06701621443
449	0.06698885324
450	0.06696559187
451	0.06694037912
452	0.06691977539
453	0.06689471087
454	0.06686435198
455	0.06682775705
456	0.06680588205
457	0.06678934326
458	0.06676942487
459	0.06675458461
460	0.06671285226
461	0.06670400914
462	0.06667618757
463	0.06663689139
464	0.06661213553
465	0.06658617292
466	0.06656186175
467	0.06653733956
468	0.06651630859
469	0.06648990653
470	0.06647459194
471	0.06645121373
472	0.06643165458
473	0.066404616
474	0.06637198835
475	0.06634928327
476	0.0663283517
477	0.06631024867
478	0.06629712437
479	0.06628035017
480	0.06625946219
481	0.06622228481
482	0.06619936523
483	0.06617954102
484	0.06614210554
485	0.06610322963
486	0.0660553554
487	0.06604587054
488	0.06602464076
489	0.06601096017
490	0.06598879743
491	0.06595430734
492	0.06592153495
493	0.06588052979
494	0.06585227225
495	0.06582455357
496	0.06581055385
497	0.06578358852
498	0.06575682547
499	0.06573679374
500	0.0657232108
501	0.06569688372
502	0.06567243304
503	0.06564581299
504	0.06561439732
505	0.06559751848
506	0.06556947719
507	0.06555364641
508	0.06553192662
509	0.06550869664
510	0.06548376814
511	0.06546285052
512	0.06542221854
513	0.06539370989
514	0.06536802107
515	0.06535364816
516	0.06533335658
517	0.06531553606
518	0.06528516846
519	0.06527325439
520	0.06524352155
521	0.06523176095
522	0.06520871059
523	0.06519631348
524	0.06517925153
525	0.06515160958
526	0.06513548758
527	0.06511541399
528	0.06510086496
529	0.06507792446
530	0.0650575143
531	0.06503829869
532	0.06502698277
533	0.06500692836
534	0.06499764404
535	0.0649819737
536	0.06496689802
537	0.06494601353
538	0.06491970389
539	0.06490649937
540	0.06488749826
541	0.06485292097
542	0.06483077741
543	0.06481064802
544	0.06479001465
545	0.06476247384
546	0.06474312221
547	0.06470991908
548	0.06466757115
549	0.0646506522
550	0.06463080706
551	0.06462090193
552	0.06460028599
553	0.06458902065
554	0.06457261614
555	0.06454462367
556	0.06452602016
557	0.0645104841
558	0.06449815151
559	0.06447288818
560	0.06444057443
561	0.06441986782
562	0.06438709368
563	0.06437251848
564	0.06435687081
565	0.06433250035
566	0.06430910993
567	0.06428390765
568	0.06426532331
569	0.06423353446
570	0.06421794085
571	0.06419833287
572	0.06417551618
573	0.06414843401
574	0.06413037284
575	0.06410673131
576	0.06408990479
577	0.06407529471
578	0.06405731724
579	0.06403513009
580	0.06400621512
581	0.0639840332
582	0.06396391602
583	0.06393632812
584	0.06389720285
585	0.06387976772
586	0.06385777588
587	0.06382929339
588	0.06380544434
589	0.0637826573
590	0.06377044678
591	0.06375543387
592	0.06374539272
593	0.06372754604
594	0.06370551409
595	0.0636902274
596	0.06367891846
597	0.06364271589
598	0.06361916853
599	0.06360995047
600	0.06358899972
601	0.06356792515
602	0.06354954311
603	0.06352542725
604	0.06351601388
605	0.0634903826
606	0.06347587542
607	0.06344979771
608	0.06343474819
609	0.06341673235
610	0.06340231062
611	0.06338480399
612	0.06336655622
613	0.06334500384
614	0.06331483677
615	0.06329451381
616	0.0632807809
617	0.06326769148
618	0.06323722621
619	0.06321735317
620	0.06320530308
621	0.06319493234
622	0.06317169364
623	0.06314844448
624	0.06313248814
625	0.06311046317
626	0.06310084403
627	0.06308000488
628	0.0630638637
629	0.06303149763
630	0.06300694406
631	0.06298696812
632	0.06296598598
633	0.06293882882
634	0.06291987479
635	0.06289847063
636	0.06287891148
637	0.06284913853
638	0.06281429095
639	0.06279509975
640	0.06276962716
641	0.06275653251
642	0.06274069475
643	0.06273073556
644	0.06271555699
645	0.06268530622
646	0.06266294817
647	0.06264043143
648	0.06261719099
649	0.0626033796
650	0.06258411691
651	0.06256910749
652	0.06255144741
653	0.06253591483
654	0.0625241769
655	0.06251114502
656	0.0624953404
657	0.06247813198
658	0.06244711914
659	0.06243380476
660	0.06242000907
661	0.06239919085
662	0.0623839216
663	0.0623635097
664	0.06235629185
665	0.06233096052
666	0.06230752651
667	0.06228464704
668	0.06226223319
669	0.06223691755
670	0.06221388637
671	0.06218639439
672	0.06216242153
673	0.06214338902
674	0.06212878767
675	0.06210245536
676	0.06207644741
677	0.06205891462
678	0.06203762556
679	0.06201551514
680	0.06200028251
681	0.06198146275
682	0.06196215472
683	0.06195122245
684	0.06193024728
685	0.06189753244
686	0.06187750419
687	0.06186671143
688	0.06183874337
689	0.06182237549
690	0.06180932617
691	0.06178940778
692	0.0617738072
693	0.06175368652
694	0.06173533761
695	0.06172809187
696	0.06171557617
697	0.06169548689
698	0.06167444196
699	0.06166298305
700	0.06162853132
701	0.06159761789
702	0.06158374198
703	0.06156770368
704	0.061540979
705	0.0615231393
706	0.0615043457
707	0.0614921317
708	0.06147914342
709	0.06147161168
710	0.06145024763
711	0.06144064418
712	0.06142388393
713	0.0614095023
714	0.0613932966
715	0.0613738787
716	0.0613574149
717	0.06133201556
718	0.06132282715
719	0.06131873256
720	0.06130368478
721	0.06129155273
722	0.06127299805
723	0.06125000349
724	0.06122383161
725	0.06118701869
726	0.06116896101
727	0.06115679583
728	0.06114444754
729	0.06113769357
730	0.0611207816
731	0.06111036551
732	0.06108891078
733	0.06107729841
734	0.06106721017
735	0.06104902693
736	0.06102427804
737	0.06099276472
738	0.06097856097
739	0.06095844029
740	0.06094346401
741	0.06093179408
742	0.06090800956
743	0.06089733015
744	0.0608651123
745	0.06084410924
746	0.06082623465
747	0.06079614607
748	0.06077803258
749	0.06076121477
750	0.06073384312
751	0.06072166574
752	0.06070680804
753	0.06069636754
754	0.06066840646
755	0.06064858747
756	0.06063507603
757	0.0606062221
758	0.06057425886
759	0.0605571167
760	0.06054117432
761	0.06052826277
762	0.06051364049
763	0.06049653495
764	0.06047734026
765	0.06045064872
766	0.06043145926
767	0.06042252372
768	0.06040296282
769	0.06037373744
770	0.06035246931
771	0.06033501325
772	0.06032199358
773	0.06028126395
774	0.06026405727
775	0.06024525495
776	0.06022712402
777	0.06020911691
778	0.06018346994
779	0.06017241908
780	0.06016169259
781	0.06014688023
782	0.0601268171
783	0.06011708636
784	0.06008710414
785	0.0600731393
786	0.06006437291
787	0.06002290911
788	0.06000027902
789	0.05998220651
790	0.05996139962
791	0.0599412929
792	0.05992746669
793	0.05990951887
794	0.05990148751
795	0.05987933873
796	0.05987195958
797	0.05986259766
798	0.05984305507
799	0.05981965332
800	0.05979651315
801	0.05978080008
802	0.05976239798
803	0.05974417201
804	0.05972872663
805	0.05971219744
806	0.05969421561
807	0.0596800415
808	0.05966443569
809	0.05965108207
810	0.05963589914
811	0.05960914045
812	0.0595911656
813	0.05957263794
814	0.05955757708
815	0.05954755511
816	0.05953735439
817	0.0595197937
818	0.05951627633
819	0.05950201154
820	0.05949220145
821	0.05947422573
822	0.0594460144
823	0.0594270159
824	0.05941059396
825	0.0593788365
826	0.05935984584
827	0.05934604143
828	0.059339985
829	0.05932378627
830	0.05930118757
831	0.05927541068
832	0.05925942557
833	0.05924761265
834	0.05923897269
835	0.05920864432
836	0.05920358625
837	0.05918956473
838	0.05916515067
839	0.05914833112
840	0.05913732561
841	0.05909873744
842	0.05908081578
843	0.05906602086
844	0.05905885359
845	0.05903382917
846	0.05901785801
847	0.05900351127
848	0.05898582066
849	0.05896817104
850	0.05895163487
851	0.05892516915
852	0.05889793527
853	0.05887561471
854	0.05886270839
855	0.05885290702
856	0.0588316633
857	0.05880863299
858	0.05878628453
859	0.05877058629
860	0.05876593105
861	0.05874192854
862	0.05871221139
863	0.05869552612
864	0.05868153251
865	0.05867239205
866	0.05865841675
867	0.05863629412
868	0.05862333374
869	0.05861057303
870	0.05858591221
871	0.05856400931
872	0.05854493931
873	0.05852338257
874	0.05851595372
875	0.05849763358
876	0.0584731672
877	0.05844605277
878	0.05842888445
879	0.05840340402
880	0.05838659581
881	0.05837486136
882	0.05836435285
883	0.0583533735
884	0.05834020735
885	0.05832601406
886	0.05830087803
887	0.05829514509
888	0.05827586844
889	0.05826371809
890	0.05824304897
891	0.05823156215
892	0.05821940395
893	0.0581963623
894	0.05817809448
895	0.05815615932
896	0.05814202968
897	0.05812464425
898	0.05811000366
899	0.05809870693
900	0.05808066755
901	0.05806538783
902	0.0580506897
903	0.05804213518
904	0.05803366176
905	0.05801397879
906	0.05799452951
907	0.0579797433
908	0.05797151838
909	0.0579634103
910	0.05794275687
911	0.05791903687
912	0.05790825457
913	0.05789655413
914	0.05788440901
915	0.05786138829
916	0.05783864136
917	0.05781470511
918	0.05780033308
919	0.05778175921
920	0.05776712123
921	0.05775575997
922	0.05774866246
923	0.05773634208
924	0.05771859131
925	0.05769187448
926	0.05768130319
927	0.0576705392
928	0.05764943063
929	0.05764061715
930	0.05762353254
931	0.05760586112
932	0.0575894662
933	0.05758416574
934	0.05755437273
935	0.05754957711
936	0.0575275007
937	0.05750802264
938	0.05748874773
939	0.05746950422
940	0.05745562657
941	0.05743502023
942	0.05740640782
943	0.05739193987
944	0.05737886876
945	0.05736410086
946	0.05735349557
947	0.05733426862
948	0.05732480382
949	0.05729917951
950	0.05727770822
951	0.05725901925
952	0.05724513114
953	0.05722335641
954	0.05721501988
955	0.05719741037
956	0.05717870135
957	0.05716933943
958	0.05715837315
959	0.0571479963
960	0.05714069039
961	0.05711582031
962	0.05710291312
963	0.05707741263
964	0.05706644026
965	0.05704654541
966	0.05702328666
967	0.05701378261
968	0.05700446516
969	0.05698692801
970	0.0569692906
971	0.05696222709
972	0.05694794399
973	0.05692801078
974	0.05691470511
975	0.05690165928
976	0.05689108102
977	0.05685991385
978	0.05683403495
979	0.05682344622
980	0.05681369106
981	0.05680145264
982	0.05678357195
983	0.05676407645
984	0.05675431693
985	0.05673956996
986	0.0567163984
987	0.05670179095
988	0.0566925075
989	0.05667953927
990	0.05666289934
991	0.0566558367
992	0.05663953421
993	0.05662497384
994	0.05661608364
995	0.05660035662
996	0.05659431937
997	0.05658401053
998	0.05658005197
999	0.05656850063
